WTK	ID
"POLYGON ((10.6834041 44.7135428, 10.6834041 44.717147100000005, 10.68906205 44.717147100000005, 10.68906205 44.7135428, 10.6834041 44.7135428))"	16,18
"POLYGON ((10.68906205 44.7135428, 10.68906205 44.717147100000005, 10.69472 44.717147100000005, 10.69472 44.7135428, 10.68906205 44.7135428))"	16,19
"POLYGON ((10.5928769 44.7135428, 10.5928769 44.717147100000005, 10.59853485 44.717147100000005, 10.59853485 44.7135428, 10.5928769 44.7135428))"	16,2
"POLYGON ((10.59853485 44.7135428, 10.59853485 44.717147100000005, 10.6041928 44.717147100000005, 10.6041928 44.7135428, 10.59853485 44.7135428))"	16,3
"POLYGON ((10.6041928 44.7135428, 10.6041928 44.717147100000005, 10.60985075 44.717147100000005, 10.60985075 44.7135428, 10.6041928 44.7135428))"	16,4
"POLYGON ((10.60985075 44.7135428, 10.60985075 44.717147100000005, 10.615508700000001 44.717147100000005, 10.615508700000001 44.7135428, 10.60985075 44.7135428))"	16,5
"POLYGON ((10.615508700000001 44.7135428, 10.615508700000001 44.717147100000005, 10.621166650000001 44.717147100000005, 10.621166650000001 44.7135428, 10.615508700000001 44.7135428))"	16,6
"POLYGON ((10.621166650000001 44.7135428, 10.621166650000001 44.717147100000005, 10.6268246 44.717147100000005, 10.6268246 44.7135428, 10.621166650000001 44.7135428))"	16,7
"POLYGON ((10.6268246 44.7135428, 10.6268246 44.717147100000005, 10.63248255 44.717147100000005, 10.63248255 44.7135428, 10.6268246 44.7135428))"	16,8
"POLYGON ((10.63248255 44.7135428, 10.63248255 44.717147100000005, 10.6381405 44.717147100000005, 10.6381405 44.7135428, 10.63248255 44.7135428))"	16,9
"POLYGON ((10.581561 44.717147100000005, 10.581561 44.720751400000005, 10.58721895 44.720751400000005, 10.58721895 44.717147100000005, 10.581561 44.717147100000005))"	17,0
"POLYGON ((10.58721895 44.717147100000005, 10.58721895 44.720751400000005, 10.5928769 44.720751400000005, 10.5928769 44.717147100000005, 10.58721895 44.717147100000005))"	17,1
"POLYGON ((10.6381405 44.717147100000005, 10.6381405 44.720751400000005, 10.64379845 44.720751400000005, 10.64379845 44.717147100000005, 10.6381405 44.717147100000005))"	17,10
"POLYGON ((10.64379845 44.717147100000005, 10.64379845 44.720751400000005, 10.6494564 44.720751400000005, 10.6494564 44.717147100000005, 10.64379845 44.717147100000005))"	17,11
"POLYGON ((10.6494564 44.717147100000005, 10.6494564 44.720751400000005, 10.65511435 44.720751400000005, 10.65511435 44.717147100000005, 10.6494564 44.717147100000005))"	17,12
"POLYGON ((10.65511435 44.717147100000005, 10.65511435 44.720751400000005, 10.6607723 44.720751400000005, 10.6607723 44.717147100000005, 10.65511435 44.717147100000005))"	17,13
"POLYGON ((10.6607723 44.717147100000005, 10.6607723 44.720751400000005, 10.666430250000001 44.720751400000005, 10.666430250000001 44.717147100000005, 10.6607723 44.717147100000005))"	17,14
"POLYGON ((10.666430250000001 44.717147100000005, 10.666430250000001 44.720751400000005, 10.672088200000001 44.720751400000005, 10.672088200000001 44.717147100000005, 10.666430250000001 44.717147100000005))"	17,15
"POLYGON ((10.672088200000001 44.717147100000005, 10.672088200000001 44.720751400000005, 10.67774615 44.720751400000005, 10.67774615 44.717147100000005, 10.672088200000001 44.717147100000005))"	17,16
"POLYGON ((10.67774615 44.717147100000005, 10.67774615 44.720751400000005, 10.6834041 44.720751400000005, 10.6834041 44.717147100000005, 10.67774615 44.717147100000005))"	17,17
"POLYGON ((10.6834041 44.717147100000005, 10.6834041 44.720751400000005, 10.68906205 44.720751400000005, 10.68906205 44.717147100000005, 10.6834041 44.717147100000005))"	17,18
"POLYGON ((10.68906205 44.717147100000005, 10.68906205 44.720751400000005, 10.69472 44.720751400000005, 10.69472 44.717147100000005, 10.68906205 44.717147100000005))"	17,19
"POLYGON ((10.5928769 44.717147100000005, 10.5928769 44.720751400000005, 10.59853485 44.720751400000005, 10.59853485 44.717147100000005, 10.5928769 44.717147100000005))"	17,2
"POLYGON ((10.59853485 44.717147100000005, 10.59853485 44.720751400000005, 10.6041928 44.720751400000005, 10.6041928 44.717147100000005, 10.59853485 44.717147100000005))"	17,3
"POLYGON ((10.6041928 44.717147100000005, 10.6041928 44.720751400000005, 10.60985075 44.720751400000005, 10.60985075 44.717147100000005, 10.6041928 44.717147100000005))"	17,4
"POLYGON ((10.60985075 44.717147100000005, 10.60985075 44.720751400000005, 10.615508700000001 44.720751400000005, 10.615508700000001 44.717147100000005, 10.60985075 44.717147100000005))"	17,5
"POLYGON ((10.615508700000001 44.717147100000005, 10.615508700000001 44.720751400000005, 10.621166650000001 44.720751400000005, 10.621166650000001 44.717147100000005, 10.615508700000001 44.717147100000005))"	17,6
"POLYGON ((10.621166650000001 44.717147100000005, 10.621166650000001 44.720751400000005, 10.6268246 44.720751400000005, 10.6268246 44.717147100000005, 10.621166650000001 44.717147100000005))"	17,7
"POLYGON ((10.6268246 44.717147100000005, 10.6268246 44.720751400000005, 10.63248255 44.720751400000005, 10.63248255 44.717147100000005, 10.6268246 44.717147100000005))"	17,8
"POLYGON ((10.63248255 44.717147100000005, 10.63248255 44.720751400000005, 10.6381405 44.720751400000005, 10.6381405 44.717147100000005, 10.63248255 44.717147100000005))"	17,9
"POLYGON ((10.581561 44.720751400000005, 10.581561 44.724355700000004, 10.58721895 44.724355700000004, 10.58721895 44.720751400000005, 10.581561 44.720751400000005))"	18,0
"POLYGON ((10.58721895 44.720751400000005, 10.58721895 44.724355700000004, 10.5928769 44.724355700000004, 10.5928769 44.720751400000005, 10.58721895 44.720751400000005))"	18,1
"POLYGON ((10.6381405 44.720751400000005, 10.6381405 44.724355700000004, 10.64379845 44.724355700000004, 10.64379845 44.720751400000005, 10.6381405 44.720751400000005))"	18,10
"POLYGON ((10.64379845 44.720751400000005, 10.64379845 44.724355700000004, 10.6494564 44.724355700000004, 10.6494564 44.720751400000005, 10.64379845 44.720751400000005))"	18,11
"POLYGON ((10.6494564 44.720751400000005, 10.6494564 44.724355700000004, 10.65511435 44.724355700000004, 10.65511435 44.720751400000005, 10.6494564 44.720751400000005))"	18,12
"POLYGON ((10.65511435 44.720751400000005, 10.65511435 44.724355700000004, 10.6607723 44.724355700000004, 10.6607723 44.720751400000005, 10.65511435 44.720751400000005))"	18,13
"POLYGON ((10.6607723 44.720751400000005, 10.6607723 44.724355700000004, 10.666430250000001 44.724355700000004, 10.666430250000001 44.720751400000005, 10.6607723 44.720751400000005))"	18,14
"POLYGON ((10.666430250000001 44.720751400000005, 10.666430250000001 44.724355700000004, 10.672088200000001 44.724355700000004, 10.672088200000001 44.720751400000005, 10.666430250000001 44.720751400000005))"	18,15
"POLYGON ((10.672088200000001 44.720751400000005, 10.672088200000001 44.724355700000004, 10.67774615 44.724355700000004, 10.67774615 44.720751400000005, 10.672088200000001 44.720751400000005))"	18,16
"POLYGON ((10.67774615 44.720751400000005, 10.67774615 44.724355700000004, 10.6834041 44.724355700000004, 10.6834041 44.720751400000005, 10.67774615 44.720751400000005))"	18,17
"POLYGON ((10.6834041 44.720751400000005, 10.6834041 44.724355700000004, 10.68906205 44.724355700000004, 10.68906205 44.720751400000005, 10.6834041 44.720751400000005))"	18,18
"POLYGON ((10.68906205 44.720751400000005, 10.68906205 44.724355700000004, 10.69472 44.724355700000004, 10.69472 44.720751400000005, 10.68906205 44.720751400000005))"	18,19
"POLYGON ((10.5928769 44.720751400000005, 10.5928769 44.724355700000004, 10.59853485 44.724355700000004, 10.59853485 44.720751400000005, 10.5928769 44.720751400000005))"	18,2
"POLYGON ((10.59853485 44.720751400000005, 10.59853485 44.724355700000004, 10.6041928 44.724355700000004, 10.6041928 44.720751400000005, 10.59853485 44.720751400000005))"	18,3
"POLYGON ((10.6041928 44.720751400000005, 10.6041928 44.724355700000004, 10.60985075 44.724355700000004, 10.60985075 44.720751400000005, 10.6041928 44.720751400000005))"	18,4
"POLYGON ((10.60985075 44.720751400000005, 10.60985075 44.724355700000004, 10.615508700000001 44.724355700000004, 10.615508700000001 44.720751400000005, 10.60985075 44.720751400000005))"	18,5
"POLYGON ((10.615508700000001 44.720751400000005, 10.615508700000001 44.724355700000004, 10.621166650000001 44.724355700000004, 10.621166650000001 44.720751400000005, 10.615508700000001 44.720751400000005))"	18,6
"POLYGON ((10.621166650000001 44.720751400000005, 10.621166650000001 44.724355700000004, 10.6268246 44.724355700000004, 10.6268246 44.720751400000005, 10.621166650000001 44.720751400000005))"	18,7
"POLYGON ((10.6268246 44.720751400000005, 10.6268246 44.724355700000004, 10.63248255 44.724355700000004, 10.63248255 44.720751400000005, 10.6268246 44.720751400000005))"	18,8
"POLYGON ((10.63248255 44.720751400000005, 10.63248255 44.724355700000004, 10.6381405 44.724355700000004, 10.6381405 44.720751400000005, 10.63248255 44.720751400000005))"	18,9
"POLYGON ((10.581561 44.724355700000004, 10.581561 44.72796, 10.58721895 44.72796, 10.58721895 44.724355700000004, 10.581561 44.724355700000004))"	19,0
"POLYGON ((10.58721895 44.724355700000004, 10.58721895 44.72796, 10.5928769 44.72796, 10.5928769 44.724355700000004, 10.58721895 44.724355700000004))"	19,1
"POLYGON ((10.6381405 44.724355700000004, 10.6381405 44.72796, 10.64379845 44.72796, 10.64379845 44.724355700000004, 10.6381405 44.724355700000004))"	19,10
"POLYGON ((10.64379845 44.724355700000004, 10.64379845 44.72796, 10.6494564 44.72796, 10.6494564 44.724355700000004, 10.64379845 44.724355700000004))"	19,11
"POLYGON ((10.6494564 44.724355700000004, 10.6494564 44.72796, 10.65511435 44.72796, 10.65511435 44.724355700000004, 10.6494564 44.724355700000004))"	19,12
"POLYGON ((10.65511435 44.724355700000004, 10.65511435 44.72796, 10.6607723 44.72796, 10.6607723 44.724355700000004, 10.65511435 44.724355700000004))"	19,13
"POLYGON ((10.6607723 44.724355700000004, 10.6607723 44.72796, 10.666430250000001 44.72796, 10.666430250000001 44.724355700000004, 10.6607723 44.724355700000004))"	19,14
"POLYGON ((10.666430250000001 44.724355700000004, 10.666430250000001 44.72796, 10.672088200000001 44.72796, 10.672088200000001 44.724355700000004, 10.666430250000001 44.724355700000004))"	19,15
"POLYGON ((10.672088200000001 44.724355700000004, 10.672088200000001 44.72796, 10.67774615 44.72796, 10.67774615 44.724355700000004, 10.672088200000001 44.724355700000004))"	19,16
"POLYGON ((10.67774615 44.724355700000004, 10.67774615 44.72796, 10.6834041 44.72796, 10.6834041 44.724355700000004, 10.67774615 44.724355700000004))"	19,17
"POLYGON ((10.6834041 44.724355700000004, 10.6834041 44.72796, 10.68906205 44.72796, 10.68906205 44.724355700000004, 10.6834041 44.724355700000004))"	19,18
"POLYGON ((10.68906205 44.724355700000004, 10.68906205 44.72796, 10.69472 44.72796, 10.69472 44.724355700000004, 10.68906205 44.724355700000004))"	19,19
"POLYGON ((10.5928769 44.724355700000004, 10.5928769 44.72796, 10.59853485 44.72796, 10.59853485 44.724355700000004, 10.5928769 44.724355700000004))"	19,2
"POLYGON ((10.59853485 44.724355700000004, 10.59853485 44.72796, 10.6041928 44.72796, 10.6041928 44.724355700000004, 10.59853485 44.724355700000004))"	19,3
"POLYGON ((10.6041928 44.724355700000004, 10.6041928 44.72796, 10.60985075 44.72796, 10.60985075 44.724355700000004, 10.6041928 44.724355700000004))"	19,4
"POLYGON ((10.60985075 44.724355700000004, 10.60985075 44.72796, 10.615508700000001 44.72796, 10.615508700000001 44.724355700000004, 10.60985075 44.724355700000004))"	19,5
"POLYGON ((10.615508700000001 44.724355700000004, 10.615508700000001 44.72796, 10.621166650000001 44.72796, 10.621166650000001 44.724355700000004, 10.615508700000001 44.724355700000004))"	19,6
"POLYGON ((10.621166650000001 44.724355700000004, 10.621166650000001 44.72796, 10.6268246 44.72796, 10.6268246 44.724355700000004, 10.621166650000001 44.724355700000004))"	19,7
"POLYGON ((10.6268246 44.724355700000004, 10.6268246 44.72796, 10.63248255 44.72796, 10.63248255 44.724355700000004, 10.6268246 44.724355700000004))"	19,8
"POLYGON ((10.63248255 44.724355700000004, 10.63248255 44.72796, 10.6381405 44.72796, 10.6381405 44.724355700000004, 10.63248255 44.724355700000004))"	19,9
"POLYGON ((10.581561 44.663082599999996, 10.581561 44.666686899999995, 10.58721895 44.666686899999995, 10.58721895 44.663082599999996, 10.581561 44.663082599999996))"	2,0
"POLYGON ((10.58721895 44.663082599999996, 10.58721895 44.666686899999995, 10.5928769 44.666686899999995, 10.5928769 44.663082599999996, 10.58721895 44.663082599999996))"	2,1
"POLYGON ((10.6381405 44.663082599999996, 10.6381405 44.666686899999995, 10.64379845 44.666686899999995, 10.64379845 44.663082599999996, 10.6381405 44.663082599999996))"	2,10
"POLYGON ((10.64379845 44.663082599999996, 10.64379845 44.666686899999995, 10.6494564 44.666686899999995, 10.6494564 44.663082599999996, 10.64379845 44.663082599999996))"	2,11
"POLYGON ((10.6494564 44.663082599999996, 10.6494564 44.666686899999995, 10.65511435 44.666686899999995, 10.65511435 44.663082599999996, 10.6494564 44.663082599999996))"	2,12
"POLYGON ((10.65511435 44.663082599999996, 10.65511435 44.666686899999995, 10.6607723 44.666686899999995, 10.6607723 44.663082599999996, 10.65511435 44.663082599999996))"	2,13
"POLYGON ((10.6607723 44.663082599999996, 10.6607723 44.666686899999995, 10.666430250000001 44.666686899999995, 10.666430250000001 44.663082599999996, 10.6607723 44.663082599999996))"	2,14
"POLYGON ((10.666430250000001 44.663082599999996, 10.666430250000001 44.666686899999995, 10.672088200000001 44.666686899999995, 10.672088200000001 44.663082599999996, 10.666430250000001 44.663082599999996))"	2,15
"POLYGON ((10.672088200000001 44.663082599999996, 10.672088200000001 44.666686899999995, 10.67774615 44.666686899999995, 10.67774615 44.663082599999996, 10.672088200000001 44.663082599999996))"	2,16
"POLYGON ((10.67774615 44.663082599999996, 10.67774615 44.666686899999995, 10.6834041 44.666686899999995, 10.6834041 44.663082599999996, 10.67774615 44.663082599999996))"	2,17
"POLYGON ((10.6834041 44.663082599999996, 10.6834041 44.666686899999995, 10.68906205 44.666686899999995, 10.68906205 44.663082599999996, 10.6834041 44.663082599999996))"	2,18
"POLYGON ((10.68906205 44.663082599999996, 10.68906205 44.666686899999995, 10.69472 44.666686899999995, 10.69472 44.663082599999996, 10.68906205 44.663082599999996))"	2,19
"POLYGON ((10.5928769 44.663082599999996, 10.5928769 44.666686899999995, 10.59853485 44.666686899999995, 10.59853485 44.663082599999996, 10.5928769 44.663082599999996))"	2,2
"POLYGON ((10.59853485 44.663082599999996, 10.59853485 44.666686899999995, 10.6041928 44.666686899999995, 10.6041928 44.663082599999996, 10.59853485 44.663082599999996))"	2,3
"POLYGON ((10.6041928 44.663082599999996, 10.6041928 44.666686899999995, 10.60985075 44.666686899999995, 10.60985075 44.663082599999996, 10.6041928 44.663082599999996))"	2,4
"POLYGON ((10.60985075 44.663082599999996, 10.60985075 44.666686899999995, 10.615508700000001 44.666686899999995, 10.615508700000001 44.663082599999996, 10.60985075 44.663082599999996))"	2,5
"POLYGON ((10.615508700000001 44.663082599999996, 10.615508700000001 44.666686899999995, 10.621166650000001 44.666686899999995, 10.621166650000001 44.663082599999996, 10.615508700000001 44.663082599999996))"	2,6
"POLYGON ((10.621166650000001 44.663082599999996, 10.621166650000001 44.666686899999995, 10.6268246 44.666686899999995, 10.6268246 44.663082599999996, 10.621166650000001 44.663082599999996))"	2,7
"POLYGON ((10.6268246 44.663082599999996, 10.6268246 44.666686899999995, 10.63248255 44.666686899999995, 10.63248255 44.663082599999996, 10.6268246 44.663082599999996))"	2,8
"POLYGON ((10.63248255 44.663082599999996, 10.63248255 44.666686899999995, 10.6381405 44.666686899999995, 10.6381405 44.663082599999996, 10.63248255 44.663082599999996))"	2,9
"POLYGON ((10.581561 44.666686899999995, 10.581561 44.6702912, 10.58721895 44.6702912, 10.58721895 44.666686899999995, 10.581561 44.666686899999995))"	3,0
"POLYGON ((10.58721895 44.666686899999995, 10.58721895 44.6702912, 10.5928769 44.6702912, 10.5928769 44.666686899999995, 10.58721895 44.666686899999995))"	3,1
"POLYGON ((10.6381405 44.666686899999995, 10.6381405 44.6702912, 10.64379845 44.6702912, 10.64379845 44.666686899999995, 10.6381405 44.666686899999995))"	3,10
"POLYGON ((10.64379845 44.666686899999995, 10.64379845 44.6702912, 10.6494564 44.6702912, 10.6494564 44.666686899999995, 10.64379845 44.666686899999995))"	3,11
"POLYGON ((10.6494564 44.666686899999995, 10.6494564 44.6702912, 10.65511435 44.6702912, 10.65511435 44.666686899999995, 10.6494564 44.666686899999995))"	3,12
"POLYGON ((10.65511435 44.666686899999995, 10.65511435 44.6702912, 10.6607723 44.6702912, 10.6607723 44.666686899999995, 10.65511435 44.666686899999995))"	3,13
"POLYGON ((10.6607723 44.666686899999995, 10.6607723 44.6702912, 10.666430250000001 44.6702912, 10.666430250000001 44.666686899999995, 10.6607723 44.666686899999995))"	3,14
"POLYGON ((10.666430250000001 44.666686899999995, 10.666430250000001 44.6702912, 10.672088200000001 44.6702912, 10.672088200000001 44.666686899999995, 10.666430250000001 44.666686899999995))"	3,15
"POLYGON ((10.672088200000001 44.666686899999995, 10.672088200000001 44.6702912, 10.67774615 44.6702912, 10.67774615 44.666686899999995, 10.672088200000001 44.666686899999995))"	3,16
"POLYGON ((10.67774615 44.666686899999995, 10.67774615 44.6702912, 10.6834041 44.6702912, 10.6834041 44.666686899999995, 10.67774615 44.666686899999995))"	3,17
"POLYGON ((10.6834041 44.666686899999995, 10.6834041 44.6702912, 10.68906205 44.6702912, 10.68906205 44.666686899999995, 10.6834041 44.666686899999995))"	3,18
"POLYGON ((10.68906205 44.666686899999995, 10.68906205 44.6702912, 10.69472 44.6702912, 10.69472 44.666686899999995, 10.68906205 44.666686899999995))"	3,19
"POLYGON ((10.5928769 44.666686899999995, 10.5928769 44.6702912, 10.59853485 44.6702912, 10.59853485 44.666686899999995, 10.5928769 44.666686899999995))"	3,2
"POLYGON ((10.59853485 44.666686899999995, 10.59853485 44.6702912, 10.6041928 44.6702912, 10.6041928 44.666686899999995, 10.59853485 44.666686899999995))"	3,3
"POLYGON ((10.6041928 44.666686899999995, 10.6041928 44.6702912, 10.60985075 44.6702912, 10.60985075 44.666686899999995, 10.6041928 44.666686899999995))"	3,4
"POLYGON ((10.60985075 44.666686899999995, 10.60985075 44.6702912, 10.615508700000001 44.6702912, 10.615508700000001 44.666686899999995, 10.60985075 44.666686899999995))"	3,5
"POLYGON ((10.615508700000001 44.666686899999995, 10.615508700000001 44.6702912, 10.621166650000001 44.6702912, 10.621166650000001 44.666686899999995, 10.615508700000001 44.666686899999995))"	3,6
"POLYGON ((10.621166650000001 44.666686899999995, 10.621166650000001 44.6702912, 10.6268246 44.6702912, 10.6268246 44.666686899999995, 10.621166650000001 44.666686899999995))"	3,7
"POLYGON ((10.6268246 44.666686899999995, 10.6268246 44.6702912, 10.63248255 44.6702912, 10.63248255 44.666686899999995, 10.6268246 44.666686899999995))"	3,8
"POLYGON ((10.63248255 44.666686899999995, 10.63248255 44.6702912, 10.6381405 44.6702912, 10.6381405 44.666686899999995, 10.63248255 44.666686899999995))"	3,9
"POLYGON ((10.581561 44.6702912, 10.581561 44.6738955, 10.58721895 44.6738955, 10.58721895 44.6702912, 10.581561 44.6702912))"	4,0
"POLYGON ((10.58721895 44.6702912, 10.58721895 44.6738955, 10.5928769 44.6738955, 10.5928769 44.6702912, 10.58721895 44.6702912))"	4,1
"POLYGON ((10.6381405 44.6702912, 10.6381405 44.6738955, 10.64379845 44.6738955, 10.64379845 44.6702912, 10.6381405 44.6702912))"	4,10
"POLYGON ((10.64379845 44.6702912, 10.64379845 44.6738955, 10.6494564 44.6738955, 10.6494564 44.6702912, 10.64379845 44.6702912))"	4,11
"POLYGON ((10.6494564 44.6702912, 10.6494564 44.6738955, 10.65511435 44.6738955, 10.65511435 44.6702912, 10.6494564 44.6702912))"	4,12
"POLYGON ((10.65511435 44.6702912, 10.65511435 44.6738955, 10.6607723 44.6738955, 10.6607723 44.6702912, 10.65511435 44.6702912))"	4,13
"POLYGON ((10.6607723 44.6702912, 10.6607723 44.6738955, 10.666430250000001 44.6738955, 10.666430250000001 44.6702912, 10.6607723 44.6702912))"	4,14
"POLYGON ((10.666430250000001 44.6702912, 10.666430250000001 44.6738955, 10.672088200000001 44.6738955, 10.672088200000001 44.6702912, 10.666430250000001 44.6702912))"	4,15
"POLYGON ((10.672088200000001 44.6702912, 10.672088200000001 44.6738955, 10.67774615 44.6738955, 10.67774615 44.6702912, 10.672088200000001 44.6702912))"	4,16
"POLYGON ((10.67774615 44.6702912, 10.67774615 44.6738955, 10.6834041 44.6738955, 10.6834041 44.6702912, 10.67774615 44.6702912))"	4,17
"POLYGON ((10.6834041 44.6702912, 10.6834041 44.6738955, 10.68906205 44.6738955, 10.68906205 44.6702912, 10.6834041 44.6702912))"	4,18
"POLYGON ((10.68906205 44.6702912, 10.68906205 44.6738955, 10.69472 44.6738955, 10.69472 44.6702912, 10.68906205 44.6702912))"	4,19
"POLYGON ((10.5928769 44.6702912, 10.5928769 44.6738955, 10.59853485 44.6738955, 10.59853485 44.6702912, 10.5928769 44.6702912))"	4,2
"POLYGON ((10.59853485 44.6702912, 10.59853485 44.6738955, 10.6041928 44.6738955, 10.6041928 44.6702912, 10.59853485 44.6702912))"	4,3
"POLYGON ((10.6041928 44.6702912, 10.6041928 44.6738955, 10.60985075 44.6738955, 10.60985075 44.6702912, 10.6041928 44.6702912))"	4,4
"POLYGON ((10.60985075 44.6702912, 10.60985075 44.6738955, 10.615508700000001 44.6738955, 10.615508700000001 44.6702912, 10.60985075 44.6702912))"	4,5
"POLYGON ((10.615508700000001 44.6702912, 10.615508700000001 44.6738955, 10.621166650000001 44.6738955, 10.621166650000001 44.6702912, 10.615508700000001 44.6702912))"	4,6
"POLYGON ((10.621166650000001 44.6702912, 10.621166650000001 44.6738955, 10.6268246 44.6738955, 10.6268246 44.6702912, 10.621166650000001 44.6702912))"	4,7
"POLYGON ((10.6268246 44.6702912, 10.6268246 44.6738955, 10.63248255 44.6738955, 10.63248255 44.6702912, 10.6268246 44.6702912))"	4,8
"POLYGON ((10.63248255 44.6702912, 10.63248255 44.6738955, 10.6381405 44.6738955, 10.6381405 44.6702912, 10.63248255 44.6702912))"	4,9
"POLYGON ((10.581561 44.6738955, 10.581561 44.6774998, 10.58721895 44.6774998, 10.58721895 44.6738955, 10.581561 44.6738955))"	5,0
"POLYGON ((10.58721895 44.6738955, 10.58721895 44.6774998, 10.5928769 44.6774998, 10.5928769 44.6738955, 10.58721895 44.6738955))"	5,1
"POLYGON ((10.6381405 44.6738955, 10.6381405 44.6774998, 10.64379845 44.6774998, 10.64379845 44.6738955, 10.6381405 44.6738955))"	5,10
"POLYGON ((10.64379845 44.6738955, 10.64379845 44.6774998, 10.6494564 44.6774998, 10.6494564 44.6738955, 10.64379845 44.6738955))"	5,11
"POLYGON ((10.6494564 44.6738955, 10.6494564 44.6774998, 10.65511435 44.6774998, 10.65511435 44.6738955, 10.6494564 44.6738955))"	5,12
"POLYGON ((10.65511435 44.6738955, 10.65511435 44.6774998, 10.6607723 44.6774998, 10.6607723 44.6738955, 10.65511435 44.6738955))"	5,13
"POLYGON ((10.6607723 44.6738955, 10.6607723 44.6774998, 10.666430250000001 44.6774998, 10.666430250000001 44.6738955, 10.6607723 44.6738955))"	5,14
"POLYGON ((10.666430250000001 44.6738955, 10.666430250000001 44.6774998, 10.672088200000001 44.6774998, 10.672088200000001 44.6738955, 10.666430250000001 44.6738955))"	5,15
"POLYGON ((10.672088200000001 44.6738955, 10.672088200000001 44.6774998, 10.67774615 44.6774998, 10.67774615 44.6738955, 10.672088200000001 44.6738955))"	5,16
"POLYGON ((10.67774615 44.6738955, 10.67774615 44.6774998, 10.6834041 44.6774998, 10.6834041 44.6738955, 10.67774615 44.6738955))"	5,17
"POLYGON ((10.6834041 44.6738955, 10.6834041 44.6774998, 10.68906205 44.6774998, 10.68906205 44.6738955, 10.6834041 44.6738955))"	5,18
"POLYGON ((10.68906205 44.6738955, 10.68906205 44.6774998, 10.69472 44.6774998, 10.69472 44.6738955, 10.68906205 44.6738955))"	5,19
"POLYGON ((10.5928769 44.6738955, 10.5928769 44.6774998, 10.59853485 44.6774998, 10.59853485 44.6738955, 10.5928769 44.6738955))"	5,2
"POLYGON ((10.59853485 44.6738955, 10.59853485 44.6774998, 10.6041928 44.6774998, 10.6041928 44.6738955, 10.59853485 44.6738955))"	5,3
"POLYGON ((10.6041928 44.6738955, 10.6041928 44.6774998, 10.60985075 44.6774998, 10.60985075 44.6738955, 10.6041928 44.6738955))"	5,4
"POLYGON ((10.60985075 44.6738955, 10.60985075 44.6774998, 10.615508700000001 44.6774998, 10.615508700000001 44.6738955, 10.60985075 44.6738955))"	5,5
"POLYGON ((10.615508700000001 44.6738955, 10.615508700000001 44.6774998, 10.621166650000001 44.6774998, 10.621166650000001 44.6738955, 10.615508700000001 44.6738955))"	5,6
"POLYGON ((10.621166650000001 44.6738955, 10.621166650000001 44.6774998, 10.6268246 44.6774998, 10.6268246 44.6738955, 10.621166650000001 44.6738955))"	5,7
"POLYGON ((10.6268246 44.6738955, 10.6268246 44.6774998, 10.63248255 44.6774998, 10.63248255 44.6738955, 10.6268246 44.6738955))"	5,8
"POLYGON ((10.63248255 44.6738955, 10.63248255 44.6774998, 10.6381405 44.6774998, 10.6381405 44.6738955, 10.63248255 44.6738955))"	5,9
"POLYGON ((10.581561 44.6774998, 10.581561 44.6811041, 10.58721895 44.6811041, 10.58721895 44.6774998, 10.581561 44.6774998))"	6,0
"POLYGON ((10.58721895 44.6774998, 10.58721895 44.6811041, 10.5928769 44.6811041, 10.5928769 44.6774998, 10.58721895 44.6774998))"	6,1
"POLYGON ((10.6381405 44.6774998, 10.6381405 44.6811041, 10.64379845 44.6811041, 10.64379845 44.6774998, 10.6381405 44.6774998))"	6,10
"POLYGON ((10.64379845 44.6774998, 10.64379845 44.6811041, 10.6494564 44.6811041, 10.6494564 44.6774998, 10.64379845 44.6774998))"	6,11
"POLYGON ((10.6494564 44.6774998, 10.6494564 44.6811041, 10.65511435 44.6811041, 10.65511435 44.6774998, 10.6494564 44.6774998))"	6,12
"POLYGON ((10.65511435 44.6774998, 10.65511435 44.6811041, 10.6607723 44.6811041, 10.6607723 44.6774998, 10.65511435 44.6774998))"	6,13
"POLYGON ((10.6607723 44.6774998, 10.6607723 44.6811041, 10.666430250000001 44.6811041, 10.666430250000001 44.6774998, 10.6607723 44.6774998))"	6,14
"POLYGON ((10.666430250000001 44.6774998, 10.666430250000001 44.6811041, 10.672088200000001 44.6811041, 10.672088200000001 44.6774998, 10.666430250000001 44.6774998))"	6,15
"POLYGON ((10.672088200000001 44.6774998, 10.672088200000001 44.6811041, 10.67774615 44.6811041, 10.67774615 44.6774998, 10.672088200000001 44.6774998))"	6,16
"POLYGON ((10.67774615 44.6774998, 10.67774615 44.6811041, 10.6834041 44.6811041, 10.6834041 44.6774998, 10.67774615 44.6774998))"	6,17
"POLYGON ((10.6834041 44.6774998, 10.6834041 44.6811041, 10.68906205 44.6811041, 10.68906205 44.6774998, 10.6834041 44.6774998))"	6,18
"POLYGON ((10.68906205 44.6774998, 10.68906205 44.6811041, 10.69472 44.6811041, 10.69472 44.6774998, 10.68906205 44.6774998))"	6,19
"POLYGON ((10.5928769 44.6774998, 10.5928769 44.6811041, 10.59853485 44.6811041, 10.59853485 44.6774998, 10.5928769 44.6774998))"	6,2
"POLYGON ((10.59853485 44.6774998, 10.59853485 44.6811041, 10.6041928 44.6811041, 10.6041928 44.6774998, 10.59853485 44.6774998))"	6,3
"POLYGON ((10.6041928 44.6774998, 10.6041928 44.6811041, 10.60985075 44.6811041, 10.60985075 44.6774998, 10.6041928 44.6774998))"	6,4
